,Store,DayOfWeek,Date,Customers,Open,Promo,StateHoliday,SchoolHoliday
268202,38,4,2014-11-27,535,1,1,0,0
50092,1033,3,2015-06-17,1295,1,1,0,0
769507,943,7,2013-08-11,0,0,0,0,0
755650,466,5,2013-08-23,705,1,0,0,1
633279,745,3,2013-12-11,748,1,0,0,0
249790,382,3,2014-12-17,866,1,1,0,0
539308,434,3,2014-03-05,651,1,1,0,1
723431,582,6,2013-09-21,636,1,0,0,0
462630,691,2,2014-05-13,436,1,0,0,0
438531,7,2,2014-06-03,1222,1,1,0,0
122777,128,7,2015-04-12,0,0,0,0,0
265922,668,7,2014-11-30,0,0,0,0,0
287319,536,5,2014-11-07,1027,1,1,0,0
429991,387,3,2014-06-11,1131,1,0,0,0
838798,1104,1,2013-06-10,346,1,0,0,0
555307,823,3,2014-02-19,522,1,1,0,0
467367,968,5,2014-05-09,960,1,1,0,0
141451,962,5,2015-03-27,894,1,0,0,0
421741,1057,4,2014-06-19,681,1,1,0,0
531874,805,3,2014-03-12,422,1,0,0,0
649359,100,2,2013-11-26,556,1,0,0,0
837842,148,1,2013-06-10,888,1,0,0,0
82243,849,2,2015-05-19,868,1,1,0,0
549558,649,1,2014-02-24,430,1,0,0,0
338279,1096,7,2014-09-14,0,0,0,0,0
389143,426,1,2014-07-21,488,1,0,0,1
134758,959,4,2015-04-02,1036,1,1,0,1
298214,153,7,2014-10-26,0,0,0,0,0
328444,519,3,2014-09-24,390,1,0,0,0
127215,106,3,2015-04-08,792,1,0,0,1
631097,793,5,2013-12-13,403,1,0,0,0
711723,24,2,2013-10-01,747,1,0,0,0
690399,1000,1,2013-10-21,813,1,1,0,0
386829,1015,4,2014-07-24,465,1,0,0,0
191715,1051,2,2015-02-10,914,1,0,0,0
750281,672,3,2013-08-28,1371,1,1,0,0
12663,399,1,2015-07-20,594,1,0,0,0
551756,617,6,2014-02-22,260,1,0,0,0
558184,355,7,2014-02-16,0,0,0,0,0
82097,703,2,2015-05-19,411,1,1,0,0
652909,305,6,2013-11-23,527,1,0,0,0
112985,371,2,2015-04-21,398,1,0,0,0
266112,895,7,2014-11-30,0,0,0,0,0
434081,17,6,2014-06-07,433,1,0,0,0
502028,1064,2,2014-04-08,925,1,0,0,0
227833,374,4,2015-01-08,790,1,1,0,0
622390,1006,6,2013-12-21,1182,1,0,0,0
345662,983,6,2014-09-06,1234,1,0,0,0
709292,938,5,2013-10-04,1060,1,0,0,1
588960,1026,1,2014-01-20,1483,1,1,0,0
278589,167,7,2014-11-16,0,0,0,0,0
725512,433,4,2013-09-19,612,1,0,0,0
408438,19,1,2014-06-30,912,1,1,0,0
661492,1083,6,2013-11-16,399,1,0,0,0
223983,984,1,2015-01-12,780,1,1,0,0
218863,324,5,2015-01-16,703,1,1,0,0
638589,480,5,2013-12-06,608,1,1,0,0
319315,788,6,2014-10-04,1574,1,0,0,0
627433,474,1,2013-12-16,1270,1,1,0,0
737647,303,7,2013-09-08,0,0,0,0,0
670801,357,4,2013-11-07,1029,1,1,0,0
292687,253,6,2014-11-01,0,0,0,a,0
39121,97,5,2015-06-26,634,1,0,0,0
830346,457,1,2013-06-17,510,1,1,0,0
68830,816,7,2015-05-31,0,0,0,0,0
686826,772,4,2013-10-24,485,1,1,0,0
633622,1088,3,2013-12-11,491,1,0,0,0
556699,1100,2,2014-02-18,847,1,1,0,0
368229,16,2,2014-08-12,757,1,0,0,1
804703,459,3,2013-07-10,925,1,0,0,1
416086,977,2,2014-06-24,392,1,0,0,0
558264,435,7,2014-02-16,0,0,0,0,0
287740,1039,5,2014-11-07,978,1,1,0,0
109144,990,6,2015-04-25,489,1,0,0,0
749290,796,4,2013-08-29,738,1,1,0,1
775206,1067,2,2013-08-06,392,1,0,0,1
576636,967,5,2014-01-31,982,1,0,0,0
414292,298,3,2014-06-25,595,1,0,0,0
612755,291,7,2013-12-29,0,0,0,0,0
687200,31,3,2013-10-23,517,1,1,0,0
611758,409,1,2013-12-30,702,1,0,0,1
674859,1070,1,2013-11-04,1013,1,1,0,0
105526,717,2,2015-04-28,673,1,1,0,0
579782,768,2,2014-01-28,1048,1,0,0,0
535048,634,7,2014-03-09,0,0,0,0,0
833361,127,5,2013-06-14,571,1,0,0,0
726334,140,3,2013-09-18,719,1,0,0,0
618846,807,2,2013-12-24,887,1,0,0,1
392039,536,5,2014-07-18,893,1,1,0,1
475626,307,4,2014-05-01,0,0,1,a,1
345054,261,6,2014-09-06,689,1,0,0,0
661271,862,6,2013-11-16,858,1,0,0,0
543880,546,6,2014-03-01,1440,1,0,0,0
587005,186,2,2014-01-21,386,1,1,0,0
510884,1000,1,2014-03-31,813,1,1,0,0
827595,1051,4,2013-06-20,1310,1,1,0,0
285004,5,7,2014-11-09,0,0,0,0,0
540044,55,2,2014-03-04,748,1,1,0,0
574089,650,7,2014-02-02,0,0,0,0,0
484790,551,3,2014-04-23,864,1,0,0,1
560674,615,5,2014-02-14,1199,1,0,0,0
560392,333,5,2014-02-14,1252,1,0,0,0
420969,285,4,2014-06-19,0,0,1,a,0
610046,927,3,2014-01-01,0,0,0,a,1
266868,683,6,2014-11-29,702,1,0,0,0
687768,599,3,2013-10-23,806,1,1,0,0
89470,271,2,2015-05-12,837,1,0,0,0
141640,36,4,2015-03-26,1001,1,0,0,0
580947,818,1,2014-01-27,597,1,0,0,0
858412,648,4,2013-05-23,548,1,0,0,0
645964,50,5,2013-11-29,367,1,0,0,0
351534,187,6,2014-08-30,612,1,0,0,0
482783,774,5,2014-04-25,640,1,0,0,1
663968,214,3,2013-11-13,568,1,0,0,0
800880,1096,7,2013-07-14,0,0,0,0,0
456158,909,1,2014-05-19,1170,1,1,0,0
290640,35,1,2014-11-03,1145,1,1,0,0
301143,304,4,2014-10-23,1152,1,1,0,0
32028,809,5,2015-07-03,910,1,1,0,1
200615,1031,1,2015-02-02,550,1,1,0,0
559529,585,6,2014-02-15,816,1,0,0,0
546471,907,4,2014-02-27,722,1,0,0,0
28027,153,1,2015-07-06,548,1,0,0,1
327518,529,4,2014-09-25,714,1,0,0,0
712833,19,1,2013-09-30,706,1,0,0,0
739397,938,6,2013-09-07,851,1,0,0,0
375614,1021,2,2014-08-05,994,1,1,0,1
445466,252,3,2014-05-28,858,1,0,0,0
259412,715,7,2014-12-07,0,0,0,0,0
569493,514,4,2014-02-06,658,1,1,0,0
643129,560,1,2013-12-02,2091,1,1,0,0
636921,1042,7,2013-12-08,0,0,0,0,0
382768,631,1,2014-07-28,677,1,1,0,1
247804,250,5,2014-12-19,895,1,1,0,0
415454,345,2,2014-06-24,498,1,0,0,0
459066,472,5,2014-05-16,630,1,0,0,0
368223,9,2,2014-08-12,462,1,0,0,1
411209,560,6,2014-06-28,1917,1,0,0,0
769043,479,7,2013-08-11,0,0,0,0,0
469614,985,3,2014-05-07,802,1,1,0,0
392957,516,4,2014-07-17,784,1,1,0,1
855495,1076,7,2013-05-26,0,0,0,0,0
753575,621,7,2013-08-25,0,0,0,0,0
306331,914,6,2014-10-18,706,1,0,0,0
341702,727,3,2014-09-10,413,1,0,0,0
826289,860,5,2013-06-21,747,1,1,0,1
126525,531,4,2015-04-09,614,1,0,0,0
708609,255,5,2013-10-04,668,1,0,0,0
755218,34,5,2013-08-23,820,1,0,0,0
292760,338,6,2014-11-01,518,1,0,0,0
34758,194,2,2015-06-30,419,1,1,0,0
603946,402,1,2014-01-06,0,0,1,a,0
776968,599,7,2013-08-04,0,0,0,0,0
766684,350,2,2013-08-13,565,1,1,0,1
7127,438,6,2015-07-25,436,1,0,0,0
141525,1036,5,2015-03-27,499,1,0,0,0
520206,287,6,2014-03-22,907,1,0,0,0
104621,927,3,2015-04-29,1002,1,1,0,0
539007,133,3,2014-03-05,892,1,1,0,0
86168,314,5,2015-05-15,632,1,0,0,0
273534,829,6,2014-11-22,951,1,0,0,0
821539,570,2,2013-06-25,568,1,0,0,0
600294,95,4,2014-01-09,891,1,1,0,0
587395,576,2,2014-01-21,882,1,1,0,0
620013,859,1,2013-12-23,1334,1,0,0,1
687879,710,3,2013-10-23,369,1,1,0,0
595055,431,2,2014-01-14,857,1,0,0,0
592300,1021,5,2014-01-17,916,1,0,0,0
436106,927,5,2014-06-06,967,1,1,0,0
387338,505,3,2014-07-23,517,1,0,0,0
846249,750,1,2013-06-03,404,1,1,0,0
747069,805,6,2013-08-31,590,1,0,0,0
651140,766,1,2013-11-25,492,1,0,0,0
808176,587,7,2013-07-07,0,0,0,0,0
687674,505,3,2013-10-23,578,1,1,0,0
432201,367,1,2014-06-09,0,0,0,a,0
63357,918,5,2015-06-05,606,1,1,0,0
695921,947,3,2013-10-16,1153,1,0,0,0
819256,517,4,2013-06-27,595,1,0,0,0
175673,619,2,2015-02-24,392,1,0,0,0
674530,741,1,2013-11-04,995,1,1,0,0
683160,451,7,2013-10-27,0,0,0,0,0
680765,286,2,2013-10-29,379,1,0,0,1
145786,837,1,2015-03-23,473,1,0,0,0
376600,1079,1,2014-08-04,892,1,1,0,1
5527,1068,1,2015-07-27,442,1,1,0,0
385768,867,5,2014-07-25,479,1,0,0,1
767885,436,1,2013-08-12,788,1,1,0,1
213146,182,3,2015-01-21,320,1,0,0,0
588087,153,1,2014-01-20,940,1,1,0,0
157621,407,4,2015-03-12,266,1,0,0,0
572407,83,1,2014-02-03,441,1,1,0,0
660973,564,6,2013-11-16,469,1,0,0,0
665280,411,2,2013-11-12,493,1,0,0,0
259604,942,7,2014-12-07,0,0,0,0,0
4673,214,1,2015-07-27,750,1,1,0,1
684215,391,6,2013-10-26,303,1,0,0,0
393743,341,3,2014-07-16,760,1,1,0,1
847839,110,6,2013-06-01,480,1,0,0,0
192766,987,1,2015-02-09,968,1,0,0,0
72707,233,3,2015-05-27,962,1,0,0,0
713060,246,1,2013-09-30,1034,1,0,0,1
93928,269,5,2015-05-08,1379,1,1,0,0
451676,887,5,2014-05-23,635,1,1,0,0
316193,402,2,2014-10-07,647,1,1,0,0
758565,36,2,2013-08-20,964,1,0,0,1
488373,789,7,2014-04-20,0,0,0,0,0
288412,732,4,2014-11-06,561,1,1,0,0
294702,419,4,2014-10-30,882,1,0,0,1
667931,832,7,2013-11-10,0,0,0,0,0
179520,6,5,2015-02-20,579,1,1,0,1
226994,650,5,2015-01-09,632,1,1,0,0
756565,266,4,2013-08-22,614,1,0,0,1
445565,351,3,2014-05-28,545,1,0,0,0
248524,1101,5,2014-12-19,1245,1,1,0,0
428820,331,4,2014-06-12,810,1,0,0,0
673773,1099,2,2013-11-05,1100,1,1,0,0
517801,112,1,2014-03-24,818,1,0,0,0
704309,415,2,2013-10-08,488,1,1,0,1
842790,636,4,2013-06-06,671,1,1,0,0
97845,841,2,2015-05-05,478,1,1,0,0
81526,132,2,2015-05-19,657,1,1,0,0
272288,451,7,2014-11-23,0,0,0,0,0
816983,474,6,2013-06-29,566,1,0,0,0
104461,767,3,2015-04-29,733,1,1,0,0
431905,71,1,2014-06-09,0,0,0,a,0
333173,583,5,2014-09-19,520,1,1,0,0
3697,353,2,2015-07-28,1616,1,1,0,0
291883,402,7,2014-11-02,0,0,0,0,0
411779,15,5,2014-06-27,780,1,0,0,0
434730,666,6,2014-06-07,766,1,0,0,0
15641,32,5,2015-07-17,518,1,1,0,0
34571,7,2,2015-06-30,1325,1,1,0,0
289573,995,3,2014-11-05,854,1,1,0,0
539217,343,3,2014-03-05,770,1,1,0,0
800872,1088,7,2013-07-14,0,0,0,0,0
523762,498,3,2014-03-19,904,1,1,0,0
848808,1079,6,2013-06-01,597,1,0,0,0
726916,722,3,2013-09-18,1337,1,0,0,0
379399,1073,5,2014-08-01,1013,1,1,0,1
658462,283,1,2013-11-18,876,1,1,0,0
802335,321,5,2013-07-12,612,1,0,0,0
145817,868,1,2015-03-23,665,1,0,0,0
623564,1065,5,2013-12-20,758,1,1,0,0
402723,1014,1,2014-07-07,1464,1,0,0,1
723730,881,6,2013-09-21,346,1,0,0,0
768486,1037,1,2013-08-12,1027,1,1,0,1
777325,956,7,2013-08-04,0,0,0,0,0
452567,663,4,2014-05-22,691,1,1,0,0
677980,846,5,2013-11-01,0,0,0,a,1
777507,23,6,2013-08-03,434,1,0,0,0
649863,604,2,2013-11-26,460,1,0,0,0
658138,1074,2,2013-11-19,662,1,1,0,0
831181,177,7,2013-06-16,0,0,0,0,0
131795,226,6,2015-04-04,604,1,0,0,1
435575,396,5,2014-06-06,1027,1,1,0,1
180070,556,5,2015-02-20,854,1,1,0,0
432482,648,1,2014-06-09,0,0,0,a,0
30494,390,6,2015-07-04,898,1,0,0,0
766045,826,3,2013-08-14,758,1,1,0,1
281404,179,4,2014-11-13,1053,1,1,0,0
36411,732,1,2015-06-29,1161,1,1,0,0
520054,135,6,2014-03-22,580,1,0,0,0
228396,937,4,2015-01-08,471,1,1,0,1
338909,741,6,2014-09-13,992,1,0,0,0
129923,584,1,2015-04-06,0,0,0,b,1
28925,1051,1,2015-07-06,1043,1,0,0,0
147692,513,6,2015-03-21,1817,1,0,0,0
32863,529,4,2015-07-02,865,1,1,0,0
508997,228,2,2014-04-01,605,1,1,0,0
92182,753,7,2015-05-10,0,0,0,0,0
834570,221,4,2013-06-13,507,1,0,0,0
12915,651,1,2015-07-20,888,1,0,0,1
819037,298,4,2013-06-27,578,1,0,0,0
864110,771,6,2013-05-18,527,1,0,0,0
523859,595,3,2014-03-19,1644,1,1,0,0
203524,595,5,2015-01-30,2103,1,1,0,0
810583,764,5,2013-07-05,512,1,1,0,0
440364,725,1,2014-06-02,641,1,1,0,0
68651,637,7,2015-05-31,0,0,0,0,0
761945,71,6,2013-08-17,523,1,0,0,0
369938,946,1,2014-08-11,491,1,0,0,1
633784,135,2,2013-12-10,498,1,0,0,0
516078,619,3,2014-03-26,399,1,0,0,0
500259,410,3,2014-04-09,765,1,0,0,0
531400,331,3,2014-03-12,816,1,0,0,0
656160,211,3,2013-11-20,1397,1,1,0,0
437212,918,4,2014-06-05,680,1,1,0,0
503349,155,7,2014-04-06,0,0,0,0,0
853305,1,1,2013-05-27,606,1,1,0,0
280820,591,5,2014-11-14,532,1,1,0,0
79102,1053,5,2015-05-22,997,1,1,0,0
236461,96,3,2014-12-31,234,1,0,0,1
468250,736,4,2014-05-08,549,1,1,0,0
654134,415,5,2013-11-22,578,1,1,0,0
308961,705,3,2014-10-15,821,1,0,0,1
291329,863,1,2014-11-03,1197,1,1,0,0
450510,836,6,2014-05-24,302,1,0,0,0
63975,421,4,2015-06-04,823,1,1,0,0
225707,478,6,2015-01-10,534,1,0,0,0
36125,446,1,2015-06-29,775,1,1,0,1
20278,209,1,2015-07-13,823,1,1,0,0
219378,839,5,2015-01-16,732,1,1,0,0
574783,229,6,2014-02-01,700,1,0,0,0
752415,576,1,2013-08-26,1236,1,1,0,0
400276,329,3,2014-07-09,465,1,0,0,1
545071,622,5,2014-02-28,450,1,0,0,0
553569,200,4,2014-02-20,933,1,1,0,0
5005,546,1,2015-07-27,1666,1,1,0,1
274716,2,4,2014-11-20,535,1,0,0,0
787746,227,4,2013-07-25,445,1,0,0,1
569535,556,4,2014-02-06,906,1,1,0,1
220283,629,4,2015-01-15,553,1,1,0,0
784624,450,7,2013-07-28,0,0,0,0,0
796938,499,3,2013-07-17,640,1,1,0,0
209304,800,7,2015-01-25,0,0,0,0,0
163587,798,6,2015-03-07,322,1,0,0,0
203635,706,5,2015-01-30,549,1,1,0,0
504581,272,6,2014-04-05,335,1,0,0,0
107697,658,7,2015-04-26,0,0,0,0,0
225527,298,6,2015-01-10,671,1,0,0,0
90542,228,1,2015-05-11,540,1,0,0,0
309007,761,3,2014-10-15,969,1,0,0,0
821577,608,2,2013-06-25,939,1,0,0,0
192017,238,1,2015-02-09,1053,1,0,0,0
341322,270,3,2014-09-10,1070,1,0,0,0
307481,49,4,2014-10-16,447,1,0,0,0
141232,743,5,2015-03-27,464,1,0,0,0
723552,703,6,2013-09-21,216,1,0,0,0
104285,591,3,2015-04-29,541,1,1,0,0
341935,997,3,2014-09-10,339,1,0,0,0
92891,347,6,2015-05-09,511,1,0,0,0
528353,629,6,2014-03-15,783,1,0,0,0
119155,966,4,2015-04-16,670,1,1,0,0
66629,845,2,2015-06-02,346,1,1,0,0
567780,1031,6,2014-02-08,383,1,0,0,0
635352,588,1,2013-12-09,804,1,0,0,0
532500,316,2,2014-03-11,742,1,0,0,0
302893,158,2,2014-10-21,463,1,1,0,1
253968,911,6,2014-12-13,858,1,0,0,0
637749,755,6,2013-12-07,759,1,0,0,0
457408,1044,7,2014-05-18,0,0,0,0,0
298154,77,7,2014-10-26,0,0,0,0,1
632201,782,4,2013-12-12,533,1,0,0,0
761708,949,7,2013-08-18,0,0,0,0,0
429184,695,4,2014-06-12,528,1,0,0,0
384673,678,6,2014-07-26,629,1,0,0,0
481886,992,6,2014-04-26,432,1,0,0,0
174672,733,3,2015-02-25,3155,1,0,0,0
744704,670,1,2013-09-02,700,1,0,0,1
303432,801,2,2014-10-21,469,1,1,0,1
361163,510,3,2014-08-20,1015,1,1,0,0
171302,708,6,2015-02-28,633,1,0,0,0
821312,343,2,2013-06-25,545,1,0,0,0
128009,900,3,2015-04-08,530,1,0,0,1
531454,385,3,2014-03-12,469,1,0,0,0
336321,993,2,2014-09-16,809,1,1,0,0
556023,424,2,2014-02-18,736,1,1,0,0
850897,938,4,2013-05-30,995,1,1,0,0
861832,723,1,2013-05-20,0,0,0,a,0
342004,1078,3,2014-09-10,468,1,0,0,1
406963,491,3,2014-07-02,535,1,1,0,0
633475,941,3,2013-12-11,577,1,0,0,0
22581,282,6,2015-07-11,427,1,0,0,0
295158,967,4,2014-10-30,1021,1,0,0,0
312275,201,6,2014-10-11,475,1,0,0,0
490182,368,5,2014-04-18,0,0,1,b,1
177057,888,1,2015-02-23,721,1,0,0,0
338721,508,6,2014-09-13,545,1,0,0,0
45881,167,6,2015-06-20,598,1,0,0,0
751332,608,2,2013-08-27,1288,1,1,0,1
671783,224,3,2013-11-06,443,1,1,0,0
622459,1075,6,2013-12-21,1429,1,0,0,0
429438,949,4,2014-06-12,460,1,0,0,0
620753,484,7,2013-12-22,0,0,0,0,0
433721,772,7,2014-06-08,0,0,0,0,0
464207,38,7,2014-05-11,0,0,0,0,0
487857,273,7,2014-04-20,0,0,0,0,0
484542,303,3,2014-04-23,622,1,0,0,1
205262,103,3,2015-01-28,426,1,1,0,0
19074,120,2,2015-07-14,699,1,1,0,0
813429,265,2,2013-07-02,690,1,1,0,0
776782,413,7,2013-08-04,0,0,0,0,0
572853,529,1,2014-02-03,962,1,1,0,0
610838,604,2,2013-12-31,464,1,0,0,1
257782,994,2,2014-12-09,466,1,0,0,0
782109,165,2,2013-07-30,555,1,1,0,0
800743,959,7,2013-07-14,0,0,0,0,0
770252,573,6,2013-08-10,265,1,0,0,0
256486,563,3,2014-12-10,700,1,0,0,0
141840,236,4,2015-03-26,823,1,0,0,0
216523,214,7,2015-01-18,0,0,0,0,0
147154,1090,7,2015-03-22,0,0,0,0,0
553343,1089,5,2014-02-21,970,1,1,0,0
193484,590,7,2015-02-08,0,0,0,0,0
552275,21,5,2014-02-21,602,1,1,0,0
7494,805,6,2015-07-25,413,1,0,0,0
575263,709,6,2014-02-01,451,1,0,0,0
601827,513,3,2014-01-08,2029,1,1,0,0
350235,864,1,2014-09-01,687,1,1,0,1
210543,924,6,2015-01-24,206,1,0,0,0
26162,518,3,2015-07-08,414,1,0,0,0
450903,114,5,2014-05-23,635,1,1,0,0
181982,238,3,2015-02-18,1191,1,1,0,0
363228,752,1,2014-08-18,662,1,1,0,1
87315,346,4,2015-05-14,0,0,0,a,0
497079,575,6,2014-04-12,251,1,0,0,0
771360,566,5,2013-08-09,555,1,0,0,0
670980,536,4,2013-11-07,770,1,1,0,0
24894,365,4,2015-07-09,535,1,0,0,0
8539,735,5,2015-07-24,447,1,0,0,1
584379,905,5,2014-01-24,1479,1,1,0,0
11590,441,2,2015-07-21,546,1,0,0,1
687701,532,3,2013-10-23,1280,1,1,0,1
796374,1050,4,2013-07-18,491,1,1,0,1
106546,622,1,2015-04-27,541,1,1,0,0
392344,906,5,2014-07-18,1421,1,1,0,0
455259,10,1,2014-05-19,727,1,1,0,0
397705,602,6,2014-07-12,491,1,0,0,0
747618,239,5,2013-08-30,517,1,1,0,1
576019,350,5,2014-01-31,515,1,0,0,0
273449,729,6,2014-11-22,904,1,0,0,0
293100,748,6,2014-11-01,0,0,0,a,0
88733,649,3,2015-05-13,447,1,0,0,0
560338,279,5,2014-02-14,634,1,0,0,0
220699,1045,4,2015-01-15,723,1,1,0,0
735500,386,2,2013-09-10,802,1,1,0,0
284675,735,1,2014-11-10,772,1,1,0,0
89034,950,3,2015-05-13,624,1,0,0,0
39684,660,5,2015-06-26,537,1,0,0,0
713419,605,1,2013-09-30,565,1,0,0,0
382672,516,1,2014-07-28,895,1,1,0,1
206156,997,3,2015-01-28,426,1,1,0,0
202090,276,6,2015-01-31,234,1,0,0,0
736101,987,2,2013-09-10,938,1,1,0,0
445424,210,3,2014-05-28,318,1,0,0,0
427741,367,5,2014-06-13,494,1,0,0,0
428005,631,5,2014-06-13,618,1,0,0,0
2242,13,3,2015-07-29,406,1,1,0,0
762787,913,6,2013-08-17,1034,1,0,0,0
92100,671,7,2015-05-10,0,0,0,0,0
80060,896,4,2015-05-21,1064,1,1,0,0
213824,860,3,2015-01-21,592,1,0,0,0
133713,1029,5,2015-04-03,0,0,1,b,0
656418,469,3,2013-11-20,1449,1,1,0,0
414114,120,3,2014-06-25,535,1,0,0,0
578477,578,3,2014-01-29,544,1,0,0,0
152461,822,2,2015-03-17,609,1,1,0,0
807534,1060,1,2013-07-08,821,1,0,0,0
673455,781,2,2013-11-05,960,1,1,0,0
339819,709,5,2014-09-12,1234,1,0,0,0
761137,378,7,2013-08-18,0,0,0,0,0
721440,821,1,2013-09-23,936,1,1,0,0
835685,221,3,2013-06-12,465,1,0,0,0
677957,823,5,2013-11-01,597,1,0,0,0
366297,1059,5,2014-08-15,962,1,0,0,1
262224,724,4,2014-12-04,916,1,1,0,0
775115,976,2,2013-08-06,632,1,0,0,1
135138,224,3,2015-04-01,618,1,1,0,1
328278,326,3,2014-09-24,313,1,0,0,0
854029,725,1,2013-05-27,627,1,1,0,0
356125,78,1,2014-08-25,423,1,0,0,1
862810,586,7,2013-05-19,0,0,0,0,0
438378,969,3,2014-06-04,739,1,1,0,0
316487,761,2,2014-10-07,1071,1,1,0,0
78385,336,5,2015-05-22,1992,1,1,0,0
795932,608,4,2013-07-18,1021,1,1,0,1
558697,868,7,2014-02-16,0,0,0,0,0
442712,843,6,2014-05-31,1223,1,0,0,0
467676,162,4,2014-05-08,585,1,1,0,0
115196,352,7,2015-04-19,0,0,0,0,0
732182,413,5,2013-09-13,974,1,1,0,0
519080,276,7,2014-03-23,0,0,0,0,0
69452,323,6,2015-05-30,682,1,0,0,0
357862,1035,7,2014-08-24,0,0,0,0,0
792436,457,7,2013-07-21,0,0,0,0,0
414152,158,3,2014-06-25,448,1,0,0,0
179426,1027,6,2015-02-21,1351,1,0,0,0
351162,854,7,2014-08-31,0,0,0,0,0
849869,1025,5,2013-05-31,1143,1,1,0,0
536625,1096,6,2014-03-08,577,1,0,0,0
439938,299,1,2014-06-02,893,1,1,0,0
860392,398,2,2013-05-21,509,1,0,0,0
362450,937,2,2014-08-19,614,1,1,0,1
515964,505,3,2014-03-26,453,1,0,0,0
197190,951,4,2015-02-05,732,1,1,0,0
818028,404,5,2013-06-28,539,1,0,0,0
814404,125,1,2013-07-01,2099,1,1,0,1
764682,578,4,2013-08-15,966,1,1,0,0
667326,227,7,2013-11-10,0,0,0,0,0
404156,488,6,2014-07-05,372,1,0,0,0
746376,112,6,2013-08-31,732,1,0,0,0
382424,228,1,2014-07-28,562,1,1,0,1
660971,562,6,2013-11-16,2684,1,0,0,0
154677,808,7,2015-03-15,0,0,0,0,0
428094,720,5,2014-06-13,653,1,0,0,0
526746,137,7,2014-03-16,0,0,0,0,0
149761,352,4,2015-03-19,596,1,1,0,0
661661,137,5,2013-11-15,988,1,0,0,0
521315,281,5,2014-03-21,563,1,1,0,0
329317,445,2,2014-09-23,1069,1,0,0,0
726014,935,4,2013-09-19,584,1,0,0,0
455990,741,1,2014-05-19,1166,1,1,0,0
521053,19,5,2014-03-21,651,1,1,0,0
106760,836,1,2015-04-27,1016,1,1,0,0
608443,439,4,2014-01-02,904,1,0,0,1
568764,900,5,2014-02-07,572,1,1,0,0
676535,516,6,2013-11-02,705,1,0,0,0
808910,206,6,2013-07-06,506,1,0,0,0
860990,996,2,2013-05-21,715,1,0,0,1
890,891,5,2015-07-31,1343,1,1,0,1
447269,940,2,2014-05-27,632,1,0,0,0
821263,294,2,2013-06-25,682,1,0,0,0
486407,1053,2,2014-04-22,1074,1,0,0,1
775964,710,1,2013-08-05,311,1,0,0,1
356643,700,1,2014-08-25,474,1,0,0,1
681404,925,2,2013-10-29,1172,1,0,0,1
698018,814,1,2013-10-14,646,1,0,0,0
619156,2,1,2013-12-23,971,1,0,0,1
587178,359,2,2014-01-21,529,1,1,0,0
597732,878,7,2014-01-12,0,0,0,0,0
141046,557,5,2015-03-27,458,1,0,0,0
401578,768,2,2014-07-08,1219,1,0,0,0
269753,781,3,2014-11-26,948,1,1,0,0
601650,336,3,2014-01-08,2131,1,1,0,1
712236,537,2,2013-10-01,538,1,0,0,0
80734,455,3,2015-05-20,474,1,1,0,0
331018,249,7,2014-09-21,0,0,0,0,0
359574,850,5,2014-08-22,718,1,1,0,0
210212,593,6,2015-01-24,694,1,0,0,0
193414,520,7,2015-02-08,0,0,0,0,0
840448,524,6,2013-06-08,673,1,0,0,0
762122,248,6,2013-08-17,1104,1,0,0,0
627775,816,1,2013-12-16,1076,1,1,0,0
699515,81,6,2013-10-12,642,1,0,0,0
147936,757,6,2015-03-21,497,1,0,0,0
700536,1102,6,2013-10-12,708,1,0,0,0
749913,304,3,2013-08-28,1106,1,1,0,0
281039,856,5,2014-11-14,947,1,1,0,0
230776,1087,2,2015-01-06,620,1,1,0,0
203096,167,5,2015-01-30,1128,1,1,0,0
464658,489,7,2014-05-11,0,0,0,0,0
393022,593,4,2014-07-17,1553,1,1,0,1
364906,515,6,2014-08-16,833,1,0,0,0
693375,631,5,2013-10-18,557,1,0,0,1
112792,178,2,2015-04-21,689,1,0,0,0
493775,616,2,2014-04-15,1029,1,1,0,1
165315,296,4,2015-03-05,861,1,1,0,0
23097,798,6,2015-07-11,332,1,0,0,0
802783,769,5,2013-07-12,2940,1,0,0,0
142,143,5,2015-07-31,720,1,1,0,1
149091,797,5,2015-03-20,528,1,1,0,0
515552,93,3,2014-03-26,527,1,0,0,0
83584,1075,1,2015-05-18,1271,1,1,0,0
70735,491,5,2015-05-29,531,1,0,0,1
722194,460,7,2013-09-22,0,0,0,0,0
362032,435,2,2014-08-19,394,1,1,0,1
512480,366,6,2014-03-29,299,1,0,0,0
468918,289,3,2014-05-07,591,1,1,0,0
532652,468,2,2014-03-11,535,1,0,0,0
249733,321,3,2014-12-17,710,1,1,0,0
69806,677,6,2015-05-30,614,1,0,0,0
257207,314,2,2014-12-09,585,1,0,0,0
706650,526,7,2013-10-06,0,0,0,0,0
7454,765,6,2015-07-25,512,1,0,0,0
535316,902,7,2014-03-09,0,0,0,0,0
399000,1033,5,2014-07-11,1359,1,0,0,1
262198,689,4,2014-12-04,786,1,1,0,0
370362,335,7,2014-08-10,1352,1,0,0,0
172960,136,4,2015-02-26,332,1,0,0,0
134838,1039,4,2015-04-02,1352,1,1,0,1
642051,597,2,2013-12-03,903,1,1,0,0
85676,937,6,2015-05-16,592,1,0,0,0
344360,545,7,2014-09-07,0,0,0,0,0
278730,333,7,2014-11-16,0,0,0,0,0
